id,is_risk
5887,0.0004756003327202052
10909,0.0004226406163070351
10909,0.00025023112539201975
10909,0.0001587858860148117
151823,0.000782813411206007
151823,0.0008518569520674646
151823,0.0007292624795809388
151823,0.0008528363541699946
151823,0.0008086833404377103
151823,0.0006327463197521865
151823,5.800801227451302e-05
151823,6.214257882675156e-05
151823,0.0010100991930812597
151823,0.0011774785816669464
151823,0.0012846568133682013
80628,0.0011664979392662644
162425,0.000487294775666669
171480,0.0006384949083440006
22731,0.000399829528760165
42329,0.0002943315193988383
42329,0.0005197379505261779
90881,0.0010284925810992718
90881,0.0010601493995636702
131298,0.0010690366616472602
131298,0.00010260984709020704
16901,0.0005631723906844854
16901,0.00037642664392478764
16901,0.00026104715652763844
89321,0.0013882066123187542
127905,0.00022778494167141616
133968,0.00040658764191903174
133968,0.0004147887520957738
6200,0.0005231996183283627
68773,0.0007621875265613198
57828,0.0004289417702239007
124999,0.0003566561499610543
115423,0.00044057119521312416
115423,0.00031348405173048377
104630,2.585897163953632e-05
104630,0.000326394394505769
13607,0.00021623559587169439
13607,0.00036805361742153764
13607,0.0005405404954217374
114698,0.00036430012551136315
114698,0.0003286033752374351
114698,0.00019407173385843635
114698,0.0001636591914575547
114698,0.000303026259643957
114698,0.0003795187803916633
114698,0.00032448998535983264
114698,0.0003044225450139493
114698,0.0003619621857069433
114698,0.00044465644168667495
114698,0.0003222834493499249
36659,0.0004475504392758012
36659,0.00036529754288494587
36659,4.098535282537341e-05
36659,4.210872430121526e-05
36659,0.00039360375376418233
36659,0.0005220583407208323
16831,0.00041062632226385176
137719,2.9971215553814545e-05
137719,0.00023708467779215425
137719,0.00028071983251720667
137719,3.506111534079537e-05
137719,0.00023015621991362423
137719,0.0002488402824383229
115893,0.0006858337437734008
115893,0.00033952621743083
120677,0.00045250108814798295
160839,0.0005543356528505683
160839,0.0007513686432503164
160839,0.00048623455222696066
62475,0.0002414686605334282
115073,0.0006358704995363951
115073,0.0007617133669555187
115073,0.00047300412552431226
8677,0.0009971561376005411
6049,0.0002220216119894758
6049,0.0003375485830474645
6049,0.00039212306728586555
6049,0.00043173047015443444
6049,0.00025195314083248377
6049,0.0001546188141219318
6049,0.00022831525711808354
143545,0.00025134035968221724
39829,0.0004501733055803925
164959,0.00024162756744772196
164959,2.8314481824054383e-05
164959,2.307059730810579e-05
132,0.0007410739199258387
104771,0.0003047646605409682
159948,2.2320475181913935e-05
159948,2.3343050997937098e-05
32673,0.0007374205160886049
12084,0.00030981170129962265
110368,0.0006966942455619574
131646,0.000686165876686573
110368,0.0010801433818414807
110368,0.0004665982269216329
167450,0.000861654058098793
147466,0.0006789403269067407
155903,0.000555336766410619
155903,0.0010531031293794513
26326,0.00046295166248455644
146862,0.00089259137166664
53662,0.0004336662241257727
151925,0.0003824944142252207
151925,0.0002234530111309141
83686,0.0011316954623907804
148885,0.00102838478051126
88518,0.0006021736189723015
86127,0.0032199397683143616
166186,0.00027146321372129023
166186,2.1184665456530638e-05
104989,0.0007341785239987075
82470,0.0008012834005057812
82470,0.0005166680784896016
82470,0.00033293801243416965
87425,0.0005583136226050556
165865,0.0005152698722667992
57187,0.0005857677315361798
57187,0.00043831291259266436
32346,0.000747144571505487
32346,0.00095817178953439
17478,3.143166395602748e-05
17478,0.00030936571420170367
91294,0.000625761051196605
153370,0.0009664043318480253
153370,0.0007668004836887121
153370,0.000991089385934174
153370,0.00010104395187227055
130306,0.0007265179301612079
170872,0.0009704766562208533
27039,0.0009605551022104919
173242,0.00010167045547859743
173242,6.955480057513341e-05
173242,7.137836655601859e-05
62654,0.0008579856948927045
65666,0.0003452978271525353
15290,0.0007523760432377458
15290,0.0004962307866662741
15290,8.08910044725053e-05
15290,0.00047910973080433905
15290,0.0008608440402895212
15290,0.00040770487976260483
51477,0.0009118305752053857
156355,4.297263876651414e-05
154597,0.0002900720573961735
105060,0.0013001918559893966
105060,0.000948755070567131
105060,0.0013347993372008204
105060,0.001394269522279501
105060,0.00137097027618438
136197,0.0006516444846056402
136197,0.0011900635436177254
155073,0.0006482261815108359
91006,0.0008998634875752032
91006,0.0010636055376380682
91006,0.0004728551139123738
91006,0.0003975857107434422
91006,0.001267828163690865
91006,0.001124442438594997
91006,0.00044993776828050613
91006,0.0009533850243315101
93618,0.00017483366536907852
117331,4.350267772679217e-05
117331,0.0007808874943293631
160797,0.0009566716034896672
76229,0.0006069989176467061
127001,0.0008038105443120003
91458,0.0011463369010016322
35376,2.3323093046201393e-05
35376,0.0002897986851166934
169900,0.0006210313877090812
84683,0.000625195971224457
30541,2.9669545256183483e-05
30541,0.0006806736928410828
115304,0.0005668562953360379
115304,0.00044340669410303235
115304,0.0004053322190884501
115304,0.0010443376377224922
4869,2.888437666115351e-05
50449,0.0005037483642809093
50449,3.4810313081834465e-05
33079,0.0006737029762007296
155672,2.208098339906428e-05
155672,0.0003958915185648948
155672,2.333726479264442e-05
31540,0.003399168374016881
96820,0.0009261019877158105
44942,0.0004969912115484476
100631,0.0004766056081280112
100631,5.592890738626011e-05
67853,0.00031155956094153225
1416,0.0002675960713531822
1416,0.00035620847484096885
173855,0.0008889595046639442
173855,0.0002764463424682617
173855,0.00037912532570771873
3688,0.0004805509524885565
100046,0.0004351870738901198
100046,0.0004518846981227398
100046,0.0007343048346228898
73391,2.0247134671080858e-05
103341,0.0006456655682995915
37470,0.002090129302814603
37470,0.0018017516704276204
103341,0.00030333411996252835
103341,0.0006055476842448115
95453,0.00015971381799317896
7900,0.0009530485258437693
124405,0.0008573992527090013
124405,0.0009499115403741598
124405,0.000785409938544035
124231,0.0009552972042001784
72886,0.0002754978195298463
162353,2.300890082551632e-05
162353,0.00024008894979488105
87732,0.0002104216837324202
87732,0.00046203090460039675
149180,0.00141879019793123
57705,0.00045118117122910917
69969,0.0003338098176755011
60288,0.0007167584844864905
60288,0.0007404882926493883
60288,0.0007309048087336123
60288,0.0007970883743837476
60288,0.000541449524462223
114735,0.0003963769704569131
114735,0.00034931866684928536
114735,0.0002599454310256988
169071,0.00010048166586784646
169071,0.0019870800897479057
169071,0.0014162375591695309
138019,0.000246364128543064
676,0.0002481049159541726
676,0.0002712588175199926
676,0.0002075365191558376
165127,0.0014879608061164618
21610,0.0002600706066004932
142807,3.3463868021499366e-05
21610,0.00021742247918155044
21610,0.00030643612262792885
128019,0.0009420813294127584
128019,0.0020796163007616997
128019,0.0010320068104192615
128019,0.0011302162893116474
128019,3.409429336898029e-05
105313,0.000982411322183907
116938,0.001526850275695324
116938,0.002131163142621517
61542,0.0035752281546592712
164994,9.062765457201749e-05
164994,0.00120642245747149
164994,7.565299893030897e-05
164994,0.0018417738610878587
61542,0.0005560682038776577
165616,0.001181969651952386
54645,0.00041909798164851964
54645,0.00047967751743271947
54645,0.0005525697488337755
54645,5.064882498118095e-05
54645,8.065453585004434e-05
54645,0.000829192460514605
54645,6.248515273910016e-05
74336,0.00169827276840806
158996,5.8687335695140064e-05
158996,0.0010544373653829098
158996,4.4477863411884755e-05
158996,4.450213600648567e-05
95476,0.0004153672489337623
69572,0.00038896017940714955
69572,0.0003276202187407762
95476,0.00027467586915008724
95476,0.0004725883773062378
40758,0.0005562476580962539
40758,0.00027469865744933486
40758,0.00020867824787274003
162344,0.00039231657865457237
44829,0.00019022314518224448
72901,0.00033164204796776175
10604,0.0003174155717715621
10604,0.0006402776343747973
108558,5.618110662908293e-05
108558,5.966828393866308e-05
108558,8.631005039205775e-05
108558,3.508225563564338e-05
108558,0.0003654715546872467
108558,3.1362618756247684e-05
128460,0.00032650644425302744
99391,0.0005438746302388608
99391,0.0007525825640186667
99391,0.000605763285420835
99391,0.00046571932034567
99391,0.00046631193254143
99391,0.0005256144213490188
99391,0.0005912435590289533
99391,0.0008373117307201028
78528,5.6750151998130605e-05
24472,0.00025798968272283673
24472,0.0005047834711149335
24472,0.0005752264987677336
24472,0.0004457534523680806
24472,0.0004510587896220386
24472,0.00044546800199896097
24472,0.0014380523934960365
24472,0.0019450781401246786
